"Response ID","Date submitted","Last page","Start language","Date started","Date last action","IP address","Dieses Survey dient dazu die NLQ-Fragebögen zu digitalisieren. Bei Fragen wenden Sie sich bitte an ihren Auftraggeber! Möge die Arbeit schnell und entspannend von der Hand gehen!","Links unten befindet sich ein Schul-code (z.B. GSWF100). Trage diesen hier ein:","Auf dem Fragebogen ist unten links eine Zahl mit Kugelschreiber hinzugefügt worden (z.B. 1). Trage diese hier ein:","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! [ich möchte mehr über Informatik und Technik lernen.]","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! [Ich möchte später einen Beruf haben, der wenig mit Computern und Technik zu tun hat.]","Hier die Antwort zu Geschlecht übertragen."
"433","2019-07-19 11:59:36","1","en","2019-07-19 11:56:24","2019-07-19 11:59:36","79.218.36.244","","GSWF117","4","Wemn Kommt ein Roboter raus der alles machen kann?","Wenn kommen neue Spile Wurmer?","Wenn gebtstes Witzige Wunschtenspile wie wurden ein Hund geschtet der alles machen kann ankaufen und so?","Wie macht man?","Wie kann mann ein Robote gemachte wie macht mann ein teblet wenn kumm Huse geren?","","","","","","","","","","","2","","","1","1","Mädchen"
"434","2019-07-19 12:00:57","1","en","2019-07-19 11:59:37","2019-07-19 12:00:57","79.218.36.244","","GSWF117","5","Kan man beim Caliope ein Program erstellen wo runde lichter auf dem Feld ist","Gäbn es irgendwann","","","","","","","","","","","","","","1","1","1","3","2","Junge"
"435","2019-07-19 12:02:17","1","en","2019-07-19 12:01:09","2019-07-19 12:02:17","79.218.36.244","","GSWF117","6","Wie Hackt man?","Wie funktioniert der Roboter?","Wer hat das Internet erfunden?","","","","","","","","","","","","","2","2","1","5","5","Junge"
"436","2019-07-19 12:03:05","1","en","2019-07-19 12:02:21","2019-07-19 12:03:05","79.218.36.244","","GSWF117","7","Gibt es Roboter die aussehen wie ein echter Mensch?","Wann gibt es Häuser die sprechen können?","","","","","","","","","","","","","","2","2","2","2","3","Mädchen"
"437","2019-07-19 12:03:40","1","en","2019-07-19 12:03:08","2019-07-19 12:03:40","79.218.36.244","","GSWF117","8","Wann kommt ein Roboter der mit uns spielt?","","","","","","","","","","","","","","","2","3","3","4","3","Mädchen"
"438","2019-07-19 12:05:21","1","en","2019-07-19 12:03:47","2019-07-19 12:05:21","79.218.36.244","","GSWF117","9","Wann kann ein Roboter kommen der den Eltern bei der hausarbei Helfen kann?","Der denn Kinder in bei den Hausaufgaben hilft?","Und der den Lehrerin/Lehrer helfen kann ebi Ausflügen oder das die Kinderreise sind?","","","","","","","","","","","","","1","1","1","3","2","Mädchen"
"439","2019-07-19 12:06:13","1","en","2019-07-19 12:05:22","2019-07-19 12:06:13","79.218.36.244","","GSWF117","10","Wann kommt ein Roboter?","Wie wärt ein PC Hergestellt?","Wie würd ein Handy Hergstellt?","","","","","","","","","","","","","1","1","1","1","4","Junge"
"440","2019-07-19 12:08:21","1","en","2019-07-19 12:07:19","2019-07-19 12:08:21","79.218.36.244","","GSWF117","11","Wie siht ein Roboter von innen aus?","Warum hat einer/eine diese ganue Technik erfunden?","Und wer hat sie erfunden?","","","","","","","","","","","","","1","1","2","2","3","Mädchen"
"441","2019-07-19 12:09:57","1","en","2019-07-19 12:08:33","2019-07-19 12:09:57","79.218.36.244","","Was kann ein Roboter?","12","Wie funchsunirt ein handy?","Was kann ein Roboter?","","","","","","","","","","","","","","1","3","2","3","3","Mädchen"
"442","2019-07-19 12:11:27","1","en","2019-07-19 12:10:11","2019-07-19 12:11:27","79.218.36.244","","GSWF117","13","Gibt es Roboter die mein Zimmeraufräumen können ohne das man inhen das sagt?","","","","","","","","","","","","","","","2","2","2","2","3","Mädchen"
"443","2019-07-19 12:12:18","1","en","2019-07-19 12:11:40","2019-07-19 12:12:18","79.218.36.244","","GSWF117","14","Wie Das intanet erfunden wirt?","","","","","","","","","","","","","","","1","3","3","2","3","Junge"
"444","2019-07-19 12:13:22","1","en","2019-07-19 12:12:19","2019-07-19 12:13:22","79.218.36.244","","GSWF117","15","ich würde fragen wann ein Roboter Raus kommt der Hausaufgaben macht.","","","","","","","","","","","","","","","2","2","1","3","2","Junge"
"445","2019-07-19 12:13:59","1","en","2019-07-19 12:13:28","2019-07-19 12:13:59","79.218.36.244","","GSWF117","16","wiso gibt es das internt","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"446","2019-07-19 12:15:19","1","en","2019-07-19 12:14:00","2019-07-19 12:15:19","79.218.36.244","","GSWF117","17","was können Roboter den so?","wan gibt es Roboter?","wozu gibt es Roboter?","was kann den ein Computer so?","Wozu gibt es Internt?","Wie werden Handys aufgebaut.","","","","","","","","","","1","4","1","1","","Junge"
"447","2019-07-19 12:16:14","1","en","2019-07-19 12:15:20","2019-07-19 12:16:14","79.218.36.244","","GSWF117","18","Wie viele Webseiten gibt es auf der Welt?","Wiso gibt es das Internet?","Wie lange gibt es das Internet noch?","","","","","","","","","","","","","1","1","1","4","1","Junge"
"448","2019-07-19 12:17:35","1","en","2019-07-19 12:16:15","2019-07-19 12:17:35","79.218.36.244","","GSWF117","19","Wie die Handy fonsirin","Wo diesa machen ist Wo die Handy sind.","und was das alles ist von maschin sind.","Was ist Alexe e wie die fonirit","","","","","","","","","","","","1","1","1","3","2","Mädchen"
"449","2019-07-19 12:18:45","1","en","2019-07-19 12:17:37","2019-07-19 12:18:45","79.218.36.244","","GSWF117","20","Wie Baut man ein Roboter?","Wie ist der internet entstanden?","Wieso ist derinternet entstanden?","wan endet der internet.","wan gibt es ein roboter","","","","","","","","","","","1","1","1","1","4","Junge"
"450","2019-07-19 12:20:36","1","en","2019-07-19 12:18:46","2019-07-19 12:20:36","79.218.36.244","","GSWF117","21","Wehr hat die erste technische sache erfungen undwann kommt ein elektisches schtoffpferd zum wirklichem draufreiten zwei studen hochlaufen und zum tunire reiten und soll nur 50€ kosten","","","","","","","","","","","","","","","3","3","2","3","1","Mädchen"
"451","2019-07-19 12:27:01","1","en","2019-07-19 12:25:50","2019-07-19 12:27:01","79.218.36.244","","GSWF113","16","Wie rebarert mann Computer und von wo finkt das an.","Wie habt er handys gemacht","Wie macht ihr Ropoter","","","","","","","","","","","","","1","4","1","2","1","Mädchen"
"452","2019-07-19 12:41:45","1","en","2019-07-19 12:27:05","2019-07-19 12:41:45","79.218.36.244","","GSWF113","17","Wie haben sie Handys erstellt?","Wie worde die Roboter gebaut?","Sind eigentlich Computer wichtig.","","","","","","","","","","","","","1","2","2","3","2","Junge"
"453","2019-07-19 12:42:15","1","en","2019-07-19 12:41:46","2019-07-19 12:42:15","79.218.36.244","","GSWF113","18","Wie bautman eine PS4","","","","","","","","","","","","","","","1","1","4","1","4","Junge"
"454","2019-07-19 12:42:56","1","en","2019-07-19 12:42:17","2019-07-19 12:42:56","79.218.36.244","","GSWF113","19","Wie erstellt man ein Computer Programm","","","","","","","","","","","","","","","1","2","1","2","3","Junge"
"455","2019-07-19 12:43:45","1","en","2019-07-19 12:42:58","2019-07-19 12:43:45","79.218.36.244","","GSWF113","20","Wie man so schnell schreibt auf dem Computer.","Wie man dann Computer programmiert","","","","","","","","","","","","","","3","2","3","4","4","Junge"
"456","2019-07-19 12:44:21","1","en","2019-07-19 12:43:46","2019-07-19 12:44:21","79.218.36.244","","GSWF113","21","Was steckt in einem Computer oder Handy?","","","","","","","","","","","","","","","2","4","2","1","4","Junge"
"457","2019-07-19 12:45:13","1","en","2019-07-19 12:44:22","2019-07-19 12:45:13","79.218.36.244","","GSWF113","22","Wie funktioniert Technik?","Was kommt neues inder Zukunft","","","","","","","","","","","","","","3","2","2","1","3","Junge"
"458","2019-07-19 12:47:27","1","en","2019-07-19 12:46:26","2019-07-19 12:47:27","79.218.36.244","","GSWF113","23","Wie vungsonirt ein hanndy","das 2 währe wie von vonsso nihrt die tüchnik","","","","","","","","","","","","","","1","2","1","1","4","Junge"
"459","2019-07-19 12:48:03","1","en","2019-07-19 12:47:29","2019-07-19 12:48:03","79.218.36.244","","GSWF113","24","‘Wie funktioniert Technik?‘","","","","","","","","","","","","","","","5","5","2","3","2","Mädchen"
"460","2019-07-19 12:51:04","1","en","2019-07-19 12:48:04","2019-07-19 12:51:04","79.218.36.244","","GSWF113","25","Was machst du in deiner Freiseit","was maas du mer hendi oder PS4","wan hast du einen Pokal geonnen","hast du auch so schlaoe kinder","","","","","","","","","","","","1","2","1","1","4","Junge"
"461","2019-07-19 12:51:42","1","en","2019-07-19 12:51:05","2019-07-19 12:51:42","79.218.36.244","","GSWF113","26","Wie geht die ganze Werbung weg?","","","","","","","","","","","","","","","2","2","1","3","2","keine Antwort"
"462","2019-07-19 12:52:22","1","en","2019-07-19 12:51:49","2019-07-19 12:52:22","79.218.36.244","","GSWF113","27","","","","","","","","","","","","","","","","5","2","3","5","5","Mädchen"
"463","2019-07-19 12:52:43","1","en","2019-07-19 12:52:23","2019-07-19 12:52:43","79.218.36.244","","GSWF113","28","","","","","","","","","","","","","","","","2","3","3","3","2","Mädchen"
"464","2019-07-19 12:53:28","1","en","2019-07-19 12:52:45","2019-07-19 12:53:28","79.218.36.244","","GSWF113","29","Was macht man wenn der Computer von einem wirrus gefangen aber du wilst den Computer nicht weg schmeisen?","","","","","","","","","","","","","","","3","4","3","4","5","Mädchen"
"465","2019-07-19 12:54:06","1","en","2019-07-19 12:53:30","2019-07-19 12:54:06","79.218.36.244","","GSWF113","30","Wie würde wasser Handys gemacht?","","","","","","","","","","","","","","","5","3","4","3","1","Mädchen"
"466","","","en","2019-07-19 15:54:37","2019-07-19 15:54:37","10.18.0.253","","","","","","","","","","","","","","","","","","","","","","","",""
"467","","","en","2019-07-30 16:46:57","2019-07-30 16:46:57","10.20.10.84","","","","","","","","","","","","","","","","","","","","","","","",""
"468","","","en","2019-07-30 16:46:58","2019-07-30 16:46:58","10.0.41.134","","","","","","","","","","","","","","","","","","","","","","","",""
"469","2019-08-12 08:20:16","1","en","2019-08-12 08:18:44","2019-08-12 08:20:16","95.90.227.52","","GSWF130","9","Was mussten Sie dafür studieren?","Wue lange mussten Sie schon arbeiten?","Ist es für Sie einfach einen Roboter zuprogrammieren?","Wie gut muss ein Abitur sein um dort zu arbeiten?","","","","","","","","","","","","1","2","2","3","3","Mädchen"
"470","2019-08-12 08:21:23","1","en","2019-08-12 08:20:29","2019-08-12 08:21:23","95.90.227.52","","GSWF131","1","Warum weiß Goolge alles? ","Kann man ein Handy ohne Strom aufgeladen werden?","","","","","","","","","","","","","","2","3","3","4","3","Mädchen"
"471","2019-08-12 08:23:05","1","en","2019-08-12 08:21:38","2019-08-12 08:23:05","95.90.227.52","","GSWF131","8","Wie du es zu gut hin bekomst?","dass alle komplizierten Sachen so gut laufen?","Wie kann man kontrollieren, ob etwas richtig ist, ob eine Maschine gut arbeitet?","","","","","","","","","","","","","2","1","2","5","5","Junge"
"472","2019-08-12 08:24:11","1","en","2019-08-12 08:23:14","2019-08-12 08:24:11","95.90.227.52","","GSWF131","6","Wie sihst du die Zukunft?","werden wir für alles Roboter haben?","","","","","","","","","","","","","","1","1","2","2","4","Junge"
"473","2019-08-12 08:25:24","1","en","2019-08-12 08:24:21","2019-08-12 08:25:24","95.90.227.52","","GSWF131","7","Wie sieht das innere vom Handyakku aus?","Kannst du mir alles über's Internet erklären?","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"474","","","en","2019-08-15 11:46:02","2019-08-15 11:46:02","10.20.10.84","","","","","","","","","","","","","","","","","","","","","","","",""
"475","","","en","2019-08-15 11:46:05","2019-08-15 11:46:05","109.41.67.141","","","","","","","","","","","","","","","","","","","","","","","",""
"476","","","en","2019-08-19 14:13:42","2019-08-19 14:13:42","10.20.10.84","","","","","","","","","","","","","","","","","","","","","","","",""
"477","","","en","2019-08-22 10:32:03","2019-08-22 10:32:03","10.20.10.84","","","","","","","","","","","","","","","","","","","","","","","",""
"478","2019-08-22 10:33:42","1","en","2019-08-22 10:32:04","2019-08-22 10:33:42","46.78.133.151","","GSWF125","2","Kann man mit Technik alles machen?","","","","","","","","","","","","","","","2","2","2","2","3","Mädchen"
"479","2019-08-22 10:34:48","1","en","2019-08-22 10:33:56","2019-08-22 10:34:48","46.78.133.151","","GSWF125","1","","","","","","","","","","","","","","","","1","1","5","2","5","Junge"
"480","2019-08-22 10:36:14","1","en","2019-08-22 10:35:00","2019-08-22 10:36:14","46.78.133.151","","GSWF125","3","Dürfen wir mit einem Echten Robotter arbeiten?","Wan wurde das internet Erfunden?","kan man mit dem internet güte Taten follbringen?","","","","","","","","","","","","","1","2","1","4","1","Mädchen"
"481","2019-08-22 10:37:42","1","en","2019-08-22 10:36:25","2019-08-22 10:37:42","46.78.133.151","","GSWF125","4","Wie alt ist das Internet schon?","Wie viele Technik sachen sind in einem Ferhnser?","Wie kommt das Bild in den Ferhnser?","","","","","","","","","","","","","1","2","2","3","1","Junge"
"482","2019-08-22 10:38:58","1","en","2019-08-22 10:37:47","2019-08-22 10:38:58","46.78.133.151","","GSWF125","5","wie kann man ein Robota erstelen kann","kann man eine zeitmaschine bau","","","","","","","","","","","","","","3","5","5","5","2","Junge"
"483","2019-08-22 10:39:30","1","en","2019-08-22 10:39:05","2019-08-22 10:39:30","46.78.133.151","","GSWF124","6","","","","","","","","","","","","","","","","1","2","2","2","3","Mädchen"
"484","2019-08-22 10:40:03","1","en","2019-08-22 10:39:35","2019-08-22 10:40:03","46.78.133.151","","GSWF125","7","","","","","","","","","","","","","","","","2","2","1","3","1","Junge"
"485","2019-08-22 10:42:17","1","en","2019-08-22 10:40:07","2019-08-22 10:42:17","46.78.133.151","","GSWF125","8","Wer hat das internet erfunden?","Wie fiele seiten kann man im ipad machen? ","Wie groß kann ein Handy werden?","Wie viele Ans gibt es?","Wie fiele controller kann eine PS4 beitreten zu können?","Wie viele PS4 gibt es?","Wird es neue spiele geben?","","","","","","","","","1","3","2","4","1","Junge"
"486","2019-08-22 10:44:03","1","en","2019-08-22 10:42:21","2019-08-22 10:44:03","46.78.133.151","","GSWF125","9","Wie mann in Internetverbindungen weiter weiß?","Wie mann code heraus zu finden?","Wie manche Pogramme fonzonieren","Wie mann Roboter bedind","Wie mann auf dem Caliope schwere programmirungen ausfurt","","","","","","","","","","","2","3","2","3","1","Mädchen"
"487","2019-08-22 10:46:04","1","en","2019-08-22 10:44:07","2019-08-22 10:46:04","46.78.133.151","","GSWF125","10","Wie lange gibs das internet sohn.","Kan das internet Quatsch machen.","Wie fihle technig ist im Fernsen.","Was kan das internet.","Wi fiele Handys gibt es auf der welt","kan das internet das ausrechnen","","","","","","","","","","1","2","1","2","2","Junge"
"488","2019-08-22 10:47:16","1","en","2019-08-22 10:46:08","2019-08-22 10:47:16","46.78.133.151","","GSWF125","11","wan wurden Handys erfunden?","Im welchen jahr wurden Computer erfunden?","Wann wurde der Caliope erfunden?","","","","","","","","","","","","","5","5","4","4","5","Junge"
"489","2019-08-22 10:49:02","1","en","2019-08-22 10:47:19","2019-08-22 10:49:02","46.78.133.151","","GSWF125","12","Wie viele verschidene Sachen weißt du?","Kanns du mir alles erklären?","Arbeitest du viel mit dem Handy?","Kannst du mir erklären wie ich einen Roborter zu Hause hätte wie müsste ich ihn programmieren?","Wie lange Arbietest du schon an so welchen Sachen herum?","","","","","","","","","","","1","1","3","2","3","Mädchen"
"490","2019-08-22 10:50:51","1","en","2019-08-22 10:49:06","2019-08-22 10:50:51","46.78.133.151","","GSWF125","13","Ich würde ihr fragen wie sie das findet alles darüberzuwissen","und sie zu fragen ob sie alle teile über den Computer weis ","oder übers Handy","vielleicht auch über andere dinge im Internet","Ob sie alle Fehler beheben kan","und ob sie das Thema sehr mag","","","","","","","","","","1","2","1","3","2","Junge"
"491","2019-08-22 10:54:12","1","en","2019-08-22 10:52:26","2019-08-22 10:54:12","46.78.133.151","","GSWF125","14","Wie kommt man auf die Idee mit dem Calliope mini?","Wer hat den Calliope erfunden?","Seit wann gibt es den Calliope mini?","Aus welcher Stadt kommt die Idee vom Calliope mini?","Was hat den Erfinder zu der Idee gebracht?","Wie kommen die LEDs in den Calliope mini?","","","","","","","","","","1","1","1","2","4","Mädchen"
"492","2019-08-22 10:54:51","1","en","2019-08-22 10:54:16","2019-08-22 10:54:51","46.78.133.151","","GSWF125","15","hus","","","","","","","","","","","","","","","","","","","","keine Antwort"
"493","2019-08-22 11:01:52","1","en","2019-08-22 11:00:40","2019-08-22 11:01:52","46.78.133.151","","GSWF121","1","Welche coole Programe in Scratch kann man machen?","Wo im Internet kann man interssante Spiele finden,","","","","","","","","","","","","","","1","1","3","5","5","Junge"
"494","2019-08-22 11:03:16","1","en","2019-08-22 11:01:57","2019-08-22 11:03:16","46.78.133.151","","GSWF121","2","Wie macht mann eine Playstation?","Wie wird ein Roboter alles machen was du sagst?","Wie wird ein Handy hergestellt?","Wie macht mann Playstation Spiele?","Wie viele Teile braucht ein Roboter?","","","","","","","","","","","4","1","2","4","3","Junge"
"495","2019-08-22 11:05:18","1","en","2019-08-22 11:03:20","2019-08-22 11:05:18","46.78.133.151","","GSWF121","3","Wann gibt es das Samsung S10    ","bzw) S11","S12","S13","S14","und das Iphon20","Wann kommt die Zukunft.","","","","","","","","","5","3","1","3","1","Junge"
"496","2019-08-22 11:06:33","1","en","2019-08-22 11:05:22","2019-08-22 11:06:33","46.78.133.151","","GSWF121","4","wan wird es Roboter geben die wie ein Mensch sind iglaube am 12.11.4018 und du......","","","","","","","","","","","","","","","2","3","4","4","2","Junge"
"497","2019-08-22 11:07:41","1","en","2019-08-22 11:06:40","2019-08-22 11:07:41","46.78.133.151","","GSWF121","8","Wie fugsionieren Robotter??????!!!!!!","","","","","","","","","","","","","","","3","2","3","4","","Mädchen"
"498","2019-08-22 11:08:28","1","en","2019-08-22 11:07:45","2019-08-22 11:08:28","46.78.133.151","","GSWF121","7","Ich hätte sie gefragt wie man spiele hohladet?","","","","","","","","","","","","","","","1","2","3","4","1","Mädchen"
"499","2019-08-22 11:09:12","1","en","2019-08-22 11:08:31","2019-08-22 11:09:12","46.78.133.151","","GSWF121","6","Wie kann man eine App selber machen.","","","","","","","","","","","","","","","2","5","1","1","4","Mädchen"
"500","2019-08-22 11:10:19","1","en","2019-08-22 11:09:21","2019-08-22 11:10:19","46.78.133.151","","GSWF121","5","wer es möglich fliegende Autos herzustellen mit düsenantrib und über 1milionen PS?","","","","","","","","","","","","","","","5","4","1","1","4","Junge"
"501","2019-08-22 11:12:00","1","en","2019-08-22 11:10:45","2019-08-22 11:12:00","46.78.133.151","","GSWF121","9","Wie viele Computer oder andere technische Geräten","","","","","","","","","","","","","","","2","3","3","5","2","Junge"
"502","2019-08-22 11:13:17","1","en","2019-08-22 11:12:29","2019-08-22 11:13:17","46.78.133.151","","GSWF121","10","Hast du ein iphone?","","","","","","","","","","","","","","","1","2","1","2","4","Mädchen"
"503","2019-08-22 11:14:07","1","en","2019-08-22 11:13:21","2019-08-22 11:14:07","46.78.133.151","","GSWF121","4","Wan wurde das Iphone SX rausgekommen","","","","","","","","","","","","","","","1","2","1","3","4","Mädchen"
"504","2019-08-22 11:14:56","1","en","2019-08-22 11:14:18","2019-08-22 11:14:56","46.78.133.151","","GSWF121","12","Aaus was sind alle Technik sachen gebaut?","","","","","","","","","","","","","","","1","2","1","2","2","Mädchen"
"505","2019-08-22 11:15:40","1","en","2019-08-22 11:15:02","2019-08-22 11:15:40","46.78.133.151","","GSWF121","13","Wan wurde der 1.PC erfunden?","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"506","2019-08-22 11:16:49","1","en","2019-08-22 11:15:48","2019-08-22 11:16:49","46.78.133.151","","GSWF121","14","Ich hätte gefragt was ich nicht weis hätte ich gefragt. z.B.C Was eine Schleife ist","","","","","","","","","","","","","","","1","1","1","2","4","Mädchen"
"507","2019-08-22 11:17:30","1","en","2019-08-22 11:16:56","2019-08-22 11:17:30","46.78.133.151","","GSWF121","15","Hast du eingene Computer?","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"508","","","en","2019-08-22 13:09:23","2019-08-22 13:09:23","10.20.10.84","","","","","","","","","","","","","","","","","","","","","","","",""
"509","2019-08-22 13:10:27","1","en","2019-08-22 13:09:24","2019-08-22 13:10:27","109.41.128.171","","GSWF115","2","Kann ein Roboter aufräumen?","","","","","","","","","","","","","","","2","5","1","3","2","Junge"
"510","2019-08-22 13:11:45","1","en","2019-08-22 13:10:33","2019-08-22 13:11:45","109.41.128.171","","GSWF115","3","Ob es mehrere äpps raus kommen würden ","und ob es das Handy XXll raus gesteld wird","","","","","","","","","","","","","","2","2","3","3","2","Mädchen"
"511","2019-08-22 13:12:27","1","en","2019-08-22 13:11:52","2019-08-22 13:12:27","109.41.128.171","","GSWF115","4","","","","","","","","","","","","","","","","2","2","2","4","4","Mädchen"
"512","2019-08-22 13:12:57","1","en","2019-08-22 13:12:31","2019-08-22 13:12:57","109.41.128.171","","GSWF115","5","","","","","","","","","","","","","","","","4","2","2","4","4","Mädchen"
"513","2019-08-22 13:14:11","1","en","2019-08-22 13:13:02","2019-08-22 13:14:11","109.41.128.171","","GSWF115","6","Wie werden äpps ","und spiele hergestelt","und aub du roboters und Dronen herstelen kannst?","","","","","","","","","","","","","2","2","3","2","5","Mädchen"
"514","2019-08-22 13:15:17","1","en","2019-08-22 13:14:15","2019-08-22 13:15:17","109.41.128.171","","GSWF115","7","Hallo! Wollen wir mal zusammen einen Roboter bauen?","Ist es sehr schwer einen Roboter zu bauen","oder eine Handy?","","","","","","","","","","","","","2","2","1","5","5","Mädchen"
"515","2019-08-22 13:16:39","1","en","2019-08-22 13:15:22","2019-08-22 13:16:39","109.41.128.171","","GSWF115","8","Wie sites in der zukunft aus?","Kann man zur Sonne Fleigen?","Kann man sich mit einer maschine teleportiren?","","","","","","","","","","","","","5","5","2","1","4","Mädchen"
"516","2019-08-22 13:17:28","1","en","2019-08-22 13:16:43","2019-08-22 13:17:28","109.41.128.171","","GSWF115","9","Garn nichts.","","","","","","","","","","","","","","","5","3","3","4","3","Mädchen"
"517","2019-08-22 13:18:34","1","en","2019-08-22 13:17:33","2019-08-22 13:18:34","109.41.128.171","","GSWF115","10","Wie man Technik,","Computer,","Handy,","internet,","und Roboter umgehen kann.","","","","","","","","","","","2","1","1","1","1","Junge"
"518","2019-08-22 13:20:10","1","en","2019-08-22 13:18:39","2019-08-22 13:20:10","109.41.128.171","","GSWF115","11","1) Wie ein Auto fungtioniert?","2) Wie Baut man Computer?","3) Was Dar Computer macht?","4) Wie heist die Firmer?","","","","","","","","","","","","2","2","","4","1","keine Antwort"
"519","2019-08-22 13:21:16","1","en","2019-08-22 13:20:14","2019-08-22 13:21:16","109.41.128.171","","GSWF115","12","Ich würde ihn fragen: 'wie viel Gold und andere Wertfolle Stoffe aus der Natur sind in Elekronischen Geräten drin?'","","","","","","","","","","","","","","","2","5","2","5","5","Junge"
"520","2019-08-22 13:22:34","1","en","2019-08-22 13:21:21","2019-08-22 13:22:34","109.41.128.171","","GSWF115","13","1) Wie man selber ein Handy baut?","2) Was sind alle Teile din ihn einen Computer drin sind?","","","","","","","","","","","","","","2","2","1","3","","keine Antwort"
"521","2019-08-22 13:23:42","1","en","2019-08-22 13:22:39","2019-08-22 13:23:42","109.41.128.171","","GSWF115","14","1) Was macht ihr auf dem Compute,","Handy,","Roboter,","2) Wie heißt die Firma?","","","","","","","","","","","","1","2","2","2","2","keine Antwort"
